MoveNumber,Player,PlayerRating,FEN,SAN,UCI,Result
46,Black,1525,Q6k/p4p1p/5r2/2q1n3/8/PP2P1P1/2P2P2/R4RK1 b - - 0 23,Kg7,h8g7,0-1
47,White,1511,Q7/p4pkp/5r2/2q1n3/8/PP2P1P1/2P2P2/R4RK1 w - - 1 24,c4,c2c4,0-1
48,Black,1525,Q7/p4pkp/5r2/2q1n3/2P5/PP2P1P1/5P2/R4RK1 b - - 0 24,Nf3+,e5f3,0-1
49,White,1511,Q7/p4pkp/5r2/2q5/2P5/PP2PnP1/5P2/R4RK1 w - - 1 25,Kg2,g1g2,0-1
50,Black,1525,Q7/p4pkp/5r2/2q5/2P5/PP2PnP1/5PK1/R4R2 b - - 2 25,Qh5,c5h5,0-1
51,White,1511,Q7/p4pkp/5r2/7q/2P5/PP2PnP1/5PK1/R4R2 w - - 3 26,Rh1,f1h1,0-1
52,Black,1525,Q7/p4pkp/5r2/7q/2P5/PP2PnP1/5PK1/R6R b - - 4 26,Qg4,h5g4,0-1
53,White,1511,Q7/p4pkp/5r2/8/2P3q1/PP2PnP1/5PK1/R6R w - - 5 27,Rh4,h1h4,0-1
54,Black,1525,Q7/p4pkp/5r2/8/2P3qR/PP2PnP1/5PK1/R7 b - - 6 27,Nxh4+,f3h4,0-1
55,White,1511,Q7/p4pkp/5r2/8/2P3qn/PP2P1P1/5PK1/R7 w - - 0 28,Kh2,g2h2,0-1
56,Black,1525,Q7/p4pkp/5r2/8/2P3qn/PP2P1P1/5P1K/R7 b - - 1 28,Nf3+,h4f3,0-1
57,White,1511,Q7/p4pkp/5r2/8/2P3q1/PP2PnP1/5P1K/R7 w - - 2 29,Kg2,h2g2,0-1
58,Black,1525,Q7/p4pkp/5r2/8/2P3q1/PP2PnP1/5PK1/R7 b - - 3 29,Nh4+,f3h4,0-1
59,White,1511,Q7/p4pkp/5r2/8/2P3qn/PP2P1P1/5PK1/R7 w - - 4 30,Kh2,g2h2,0-1
60,Black,1525,Q7/p4pkp/5r2/8/2P3qn/PP2P1P1/5P1K/R7 b - - 5 30,Rxf2+,f6f2,0-1
61,White,1511,Q7/p4pkp/8/8/2P3qn/PP2P1P1/5r1K/R7 w - - 0 31,Kh1,h2h1,0-1
62,Black,1525,Q7/p4pkp/8/8/2P3qn/PP2P1P1/5r2/R6K b - - 1 31,Qh3+,g4h3,0-1
63,White,1511,Q7/p4pkp/8/8/2P4n/PP2P1Pq/5r2/R6K w - - 2 32,Kg1,h1g1,0-1
64,Black,1525,Q7/p4pkp/8/8/2P4n/PP2P1Pq/5r2/R5K1 b - - 3 32,Qh2#,h3h2,0-1
1,White,1496,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g3,g2g3,1-0
2,Black,1531,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,e6,e7e6,1-0
3,White,1496,rnbqkbnr/pppp1ppp/4p3/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,Bg2,f1g2,1-0
4,Black,1531,rnbqkbnr/pppp1ppp/4p3/8/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2,d5,d7d5,1-0
5,White,1496,rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 0 3,e3,e2e3,1-0
6,Black,1531,rnbqkbnr/ppp2ppp/4p3/3p4/8/4P1P1/PPPP1PBP/RNBQK1NR b KQkq - 0 3,Nf6,g8f6,1-0
7,White,1496,rnbqkb1r/ppp2ppp/4pn2/3p4/8/4P1P1/PPPP1PBP/RNBQK1NR w KQkq - 1 4,Ne2,g1e2,1-0
8,Black,1531,rnbqkb1r/ppp2ppp/4pn2/3p4/8/4P1P1/PPPPNPBP/RNBQK2R b KQkq - 2 4,Bd6,f8d6,1-0
9,White,1496,rnbqk2r/ppp2ppp/3bpn2/3p4/8/4P1P1/PPPPNPBP/RNBQK2R w KQkq - 3 5,b3,b2b3,1-0
10,Black,1531,rnbqk2r/ppp2ppp/3bpn2/3p4/8/1P2P1P1/P1PPNPBP/RNBQK2R b KQkq - 0 5,c5,c7c5,1-0
11,White,1496,rnbqk2r/pp3ppp/3bpn2/2pp4/8/1P2P1P1/P1PPNPBP/RNBQK2R w KQkq - 0 6,Bb2,c1b2,1-0
12,Black,1531,rnbqk2r/pp3ppp/3bpn2/2pp4/8/1P2P1P1/PBPPNPBP/RN1QK2R b KQkq - 1 6,Nc6,b8c6,1-0
13,White,1496,r1bqk2r/pp3ppp/2nbpn2/2pp4/8/1P2P1P1/PBPPNPBP/RN1QK2R w KQkq - 2 7,d3,d2d3,1-0
14,Black,1531,r1bqk2r/pp3ppp/2nbpn2/2pp4/8/1P1PP1P1/PBP1NPBP/RN1QK2R b KQkq - 0 7,O-O,e8g8,1-0
15,White,1496,r1bq1rk1/pp3ppp/2nbpn2/2pp4/8/1P1PP1P1/PBP1NPBP/RN1QK2R w KQ - 1 8,Qd2,d1d2,1-0
16,Black,1531,r1bq1rk1/pp3ppp/2nbpn2/2pp4/8/1P1PP1P1/PBPQNPBP/RN2K2R b KQ - 2 8,b5,b7b5,1-0
17,White,1496,r1bq1rk1/p4ppp/2nbpn2/1ppp4/8/1P1PP1P1/PBPQNPBP/RN2K2R w KQ - 0 9,Nbc3,b1c3,1-0
18,Black,1531,r1bq1rk1/p4ppp/2nbpn2/1ppp4/8/1PNPP1P1/PBPQNPBP/R3K2R b KQ - 1 9,b4,b5b4,1-0
19,White,1496,r1bq1rk1/p4ppp/2nbpn2/2pp4/1p6/1PNPP1P1/PBPQNPBP/R3K2R w KQ - 0 10,Nb5,c3b5,1-0
20,Black,1531,r1bq1rk1/p4ppp/2nbpn2/1Npp4/1p6/1P1PP1P1/PBPQNPBP/R3K2R b KQ - 1 10,Ba6,c8a6,1-0
21,White,1496,r2q1rk1/p4ppp/b1nbpn2/1Npp4/1p6/1P1PP1P1/PBPQNPBP/R3K2R w KQ - 2 11,Nxd6,b5d6,1-0
22,Black,1531,r2q1rk1/p4ppp/b1nNpn2/2pp4/1p6/1P1PP1P1/PBPQNPBP/R3K2R b KQ - 0 11,Qxd6,d8d6,1-0
23,White,1496,r4rk1/p4ppp/b1nqpn2/2pp4/1p6/1P1PP1P1/PBPQNPBP/R3K2R w KQ - 0 12,O-O,e1g1,1-0
24,Black,1531,r4rk1/p4ppp/b1nqpn2/2pp4/1p6/1P1PP1P1/PBPQNPBP/R4RK1 b - - 1 12,d4,d5d4,1-0
25,White,1496,r4rk1/p4ppp/b1nqpn2/2p5/1p1p4/1P1PP1P1/PBPQNPBP/R4RK1 w - - 0 13,exd4,e3d4,1-0
26,Black,1531,r4rk1/p4ppp/b1nqpn2/2p5/1p1P4/1P1P2P1/PBPQNPBP/R4RK1 b - - 0 13,cxd4,c5d4,1-0
27,White,1496,r4rk1/p4ppp/b1nqpn2/8/1p1p4/1P1P2P1/PBPQNPBP/R4RK1 w - - 0 14,a3,a2a3,1-0
28,Black,1531,r4rk1/p4ppp/b1nqpn2/8/1p1p4/PP1P2P1/1BPQNPBP/R4RK1 b - - 0 14,Rac8,a8c8,1-0
29,White,1496,2r2rk1/p4ppp/b1nqpn2/8/1p1p4/PP1P2P1/1BPQNPBP/R4RK1 w - - 1 15,axb4,a3b4,1-0
30,Black,1531,2r2rk1/p4ppp/b1nqpn2/8/1P1p4/1P1P2P1/1BPQNPBP/R4RK1 b - - 0 15,Nxb4,c6b4,1-0
31,White,1496,2r2rk1/p4ppp/b2qpn2/8/1n1p4/1P1P2P1/1BPQNPBP/R4RK1 w - - 0 16,Ba3,b2a3,1-0
32,Black,1531,2r2rk1/p4ppp/b2qpn2/8/1n1p4/BP1P2P1/2PQNPBP/R4RK1 b - - 1 16,Nfd5,f6d5,1-0
33,White,1496,2r2rk1/p4ppp/b2qp3/3n4/1n1p4/BP1P2P1/2PQNPBP/R4RK1 w - - 2 17,Nxd4,e2d4,1-0
34,Black,1531,2r2rk1/p4ppp/b2qp3/3n4/1n1N4/BP1P2P1/2PQ1PBP/R4RK1 b - - 0 17,e5,e6e5,1-0
35,White,1496,2r2rk1/p4ppp/b2q4/3np3/1n1N4/BP1P2P1/2PQ1PBP/R4RK1 w - - 0 18,Nf5,d4f5,1-0
36,Black,1531,2r2rk1/p4ppp/b2q4/3npN2/1n6/BP1P2P1/2PQ1PBP/R4RK1 b - - 1 18,Qf6,d6f6,1-0
37,White,1496,2r2rk1/p4ppp/b4q2/3npN2/1n6/BP1P2P1/2PQ1PBP/R4RK1 w - - 2 19,Bxd5,g2d5,1-0
38,Black,1531,2r2rk1/p4ppp/b4q2/3BpN2/1n6/BP1P2P1/2PQ1P1P/R4RK1 b - - 0 19,Rxc2,c8c2,1-0
39,White,1496,5rk1/p4ppp/b4q2/3BpN2/1n6/BP1P2P1/2rQ1P1P/R4RK1 w - - 0 20,Qxb4,d2b4,1-0
40,Black,1531,5rk1/p4ppp/b4q2/3BpN2/1Q6/BP1P2P1/2r2P1P/R4RK1 b - - 0 20,Qxf5,f6f5,1-0
41,White,1496,5rk1/p4ppp/b7/3Bpq2/1Q6/BP1P2P1/2r2P1P/R4RK1 w - - 0 21,Qxf8#,b4f8,1-0
1,White,1536,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,0-1
2,Black,1610,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d5,d7d5,0-1
3,White,1536,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e4,e2e4,0-1
4,Black,1610,rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,c6,c7c6,0-1
5,White,1536,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Nc3,b1c3,0-1
6,Black,1610,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,e6,e7e6,0-1
7,White,1536,rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,e5,e4e5,0-1
8,Black,1610,rnbqkbnr/pp3ppp/2p1p3/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,Bb4,f8b4,0-1
9,White,1536,rnbqk1nr/pp3ppp/2p1p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,Nf3,g1f3,0-1
10,Black,1610,rnbqk1nr/pp3ppp/2p1p3/3pP3/1b1P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,f6,f7f6,0-1
11,White,1536,rnbqk1nr/pp4pp/2p1pp2/3pP3/1b1P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6,Bd3,f1d3,0-1
12,Black,1610,rnbqk1nr/pp4pp/2p1pp2/3pP3/1b1P4/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 1 6,fxe5,f6e5,0-1
13,White,1536,rnbqk1nr/pp4pp/2p1p3/3pp3/1b1P4/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 0 7,dxe5,d4e5,0-1
14,Black,1610,rnbqk1nr/pp4pp/2p1p3/3pP3/1b6/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 0 7,Nd7,b8d7,0-1
15,White,1536,r1bqk1nr/pp1n2pp/2p1p3/3pP3/1b6/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 1 8,O-O,e1g1,0-1
16,Black,1610,r1bqk1nr/pp1n2pp/2p1p3/3pP3/1b6/2NB1N2/PPP2PPP/R1BQ1RK1 b kq - 2 8,Ne7,g8e7,0-1
17,White,1536,r1bqk2r/pp1nn1pp/2p1p3/3pP3/1b6/2NB1N2/PPP2PPP/R1BQ1RK1 w kq - 3 9,Bg5,c1g5,0-1
18,Black,1610,r1bqk2r/pp1nn1pp/2p1p3/3pP1B1/1b6/2NB1N2/PPP2PPP/R2Q1RK1 b kq - 4 9,O-O,e8g8,0-1
19,White,1536,r1bq1rk1/pp1nn1pp/2p1p3/3pP1B1/1b6/2NB1N2/PPP2PPP/R2Q1RK1 w - - 5 10,Ne2,c3e2,0-1
20,Black,1610,r1bq1rk1/pp1nn1pp/2p1p3/3pP1B1/1b6/3B1N2/PPP1NPPP/R2Q1RK1 b - - 6 10,Qe8,d8e8,0-1
21,White,1536,r1b1qrk1/pp1nn1pp/2p1p3/3pP1B1/1b6/3B1N2/PPP1NPPP/R2Q1RK1 w - - 7 11,c3,c2c3,0-1
22,Black,1610,r1b1qrk1/pp1nn1pp/2p1p3/3pP1B1/1b6/2PB1N2/PP2NPPP/R2Q1RK1 b - - 0 11,Bc5,b4c5,0-1
23,White,1536,r1b1qrk1/pp1nn1pp/2p1p3/2bpP1B1/8/2PB1N2/PP2NPPP/R2Q1RK1 w - - 1 12,Qc2,d1c2,0-1
24,Black,1610,r1b1qrk1/pp1nn1pp/2p1p3/2bpP1B1/8/2PB1N2/PPQ1NPPP/R4RK1 b - - 2 12,Ng6,e7g6,0-1
25,White,1536,r1b1qrk1/pp1n2pp/2p1p1n1/2bpP1B1/8/2PB1N2/PPQ1NPPP/R4RK1 w - - 3 13,Ned4,e2d4,0-1
26,Black,1610,r1b1qrk1/pp1n2pp/2p1p1n1/2bpP1B1/3N4/2PB1N2/PPQ2PPP/R4RK1 b - - 4 13,Ndxe5,d7e5,0-1
27,White,1536,r1b1qrk1/pp4pp/2p1p1n1/2bpn1B1/3N4/2PB1N2/PPQ2PPP/R4RK1 w - - 0 14,Nxe5,f3e5,0-1
28,Black,1610,r1b1qrk1/pp4pp/2p1p1n1/2bpN1B1/3N4/2PB4/PPQ2PPP/R4RK1 b - - 0 14,Nxe5,g6e5,0-1
29,White,1536,r1b1qrk1/pp4pp/2p1p3/2bpn1B1/3N4/2PB4/PPQ2PPP/R4RK1 w - - 0 15,Bxh7+,d3h7,0-1
30,Black,1610,r1b1qrk1/pp4pB/2p1p3/2bpn1B1/3N4/2P5/PPQ2PPP/R4RK1 b - - 0 15,Kh8,g8h8,0-1
31,White,1536,r1b1qr1k/pp4pB/2p1p3/2bpn1B1/3N4/2P5/PPQ2PPP/R4RK1 w - - 1 16,Rfe1,f1e1,0-1
32,Black,1610,r1b1qr1k/pp4pB/2p1p3/2bpn1B1/3N4/2P5/PPQ2PPP/R3R1K1 b - - 2 16,Bxd4,c5d4,0-1
33,White,1536,r1b1qr1k/pp4pB/2p1p3/3pn1B1/3b4/2P5/PPQ2PPP/R3R1K1 w - - 0 17,cxd4,c3d4,0-1
34,Black,1610,r1b1qr1k/pp4pB/2p1p3/3pn1B1/3P4/8/PPQ2PPP/R3R1K1 b - - 0 17,Ng4,e5g4,0-1
35,White,1536,r1b1qr1k/pp4pB/2p1p3/3p2B1/3P2n1/8/PPQ2PPP/R3R1K1 w - - 1 18,h3,h2h3,0-1
36,Black,1610,r1b1qr1k/pp4pB/2p1p3/3p2B1/3P2n1/7P/PPQ2PP1/R3R1K1 b - - 0 18,Rxf2,f8f2,0-1
37,White,1536,r1b1q2k/pp4pB/2p1p3/3p2B1/3P2n1/7P/PPQ2rP1/R3R1K1 w - - 0 19,Qg6,c2g6,0-1
38,Black,1610,r1b1q2k/pp4pB/2p1p1Q1/3p2B1/3P2n1/7P/PP3rP1/R3R1K1 b - - 1 19,Qxg6,e8g6,0-1
39,White,1536,r1b4k/pp4pB/2p1p1q1/3p2B1/3P2n1/7P/PP3rP1/R3R1K1 w - - 0 20,Bxg6,h7g6,0-1
40,Black,1610,r1b4k/pp4p1/2p1p1B1/3p2B1/3P2n1/7P/PP3rP1/R3R1K1 b - - 0 20,Rxb2,f2b2,0-1
41,White,1536,r1b4k/pp4p1/2p1p1B1/3p2B1/3P2n1/7P/Pr4P1/R3R1K1 w - - 0 21,hxg4,h3g4,0-1
42,Black,1610,r1b4k/pp4p1/2p1p1B1/3p2B1/3P2P1/8/Pr4P1/R3R1K1 b - - 0 21,Rb4,b2b4,0-1
43,White,1536,r1b4k/pp4p1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/R3R1K1 w - - 1 22,Rf1,e1f1,0-1
44,Black,1610,r1b4k/pp4p1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/R4RK1 b - - 2 22,Bd7,c8d7,0-1
45,White,1536,r6k/pp1b2p1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/R4RK1 w - - 3 23,Rf7,f1f7,0-1
46,Black,1610,r6k/pp1b1Rp1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/R5K1 b - - 4 23,Rd8,a8d8,0-1
47,White,1536,3r3k/pp1b1Rp1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/R5K1 w - - 5 24,Raf1,a1f1,0-1
48,Black,1610,3r3k/pp1b1Rp1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/5RK1 b - - 6 24,Rg8,d8g8,0-1
49,White,1536,6rk/pp1b1Rp1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/5RK1 w - - 7 25,Rxd7,f7d7,0-1
50,Black,1610,6rk/pp1R2p1/2p1p1B1/3p2B1/1r1P2P1/8/P5P1/5RK1 b - - 0 25,Rxd4,b4d4,0-1
51,White,1536,6rk/pp1R2p1/2p1p1B1/3p2B1/3r2P1/8/P5P1/5RK1 w - - 0 26,Rff7,f1f7,0-1
52,Black,1610,6rk/pp1R1Rp1/2p1p1B1/3p2B1/3r2P1/8/P5P1/6K1 b - - 1 26,Rxg4,d4g4,0-1
53,White,1536,6rk/pp1R1Rp1/2p1p1B1/3p2B1/6r1/8/P5P1/6K1 w - - 0 27,Rxg7,f7g7,0-1
54,Black,1610,6rk/pp1R2R1/2p1p1B1/3p2B1/6r1/8/P5P1/6K1 b - - 0 27,Rxg7,g8g7,0-1
55,White,1536,7k/pp1R2r1/2p1p1B1/3p2B1/6r1/8/P5P1/6K1 w - - 0 28,Bf6,g5f6,0-1
56,Black,1610,7k/pp1R2r1/2p1pBB1/3p4/6r1/8/P5P1/6K1 b - - 1 28,Rxg6,g4g6,0-1
57,White,1536,7k/pp1R2r1/2p1pBr1/3p4/8/8/P5P1/6K1 w - - 0 29,Bxg7+,f6g7,0-1
58,Black,1610,7k/pp1R2B1/2p1p1r1/3p4/8/8/P5P1/6K1 b - - 0 29,Rxg7,g6g7,0-1
1,White,1525,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,1/2-1/2
2,Black,1536,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,e6,e7e6,1/2-1/2
3,White,1525,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c4,c2c4,1/2-1/2
4,Black,1536,rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,d5,d7d5,1/2-1/2
5,White,1525,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,Nc3,b1c3,1/2-1/2
6,Black,1536,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,c6,c7c6,1/2-1/2
7,White,1525,rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,Nf3,g1f3,1/2-1/2
8,Black,1536,rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,f5,f7f5,1/2-1/2
9,White,1525,rnbqkbnr/pp4pp/2p1p3/3p1p2/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,cxd5,c4d5,1/2-1/2
10,Black,1536,rnbqkbnr/pp4pp/2p1p3/3P1p2/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,cxd5,c6d5,1/2-1/2
11,White,1525,rnbqkbnr/pp4pp/4p3/3p1p2/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,Bf4,c1f4,1/2-1/2
12,Black,1536,rnbqkbnr/pp4pp/4p3/3p1p2/3P1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6,Nf6,g8f6,1/2-1/2
13,White,1525,rnbqkb1r/pp4pp/4pn2/3p1p2/3P1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 7,e3,e2e3,1/2-1/2
14,Black,1536,rnbqkb1r/pp4pp/4pn2/3p1p2/3P1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7,a6,a7a6,1/2-1/2
15,White,1525,rnbqkb1r/1p4pp/p3pn2/3p1p2/3P1B2/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 8,Ne5,f3e5,1/2-1/2
16,Black,1536,rnbqkb1r/1p4pp/p3pn2/3pNp2/3P1B2/2N1P3/PP3PPP/R2QKB1R b KQkq - 1 8,Bd6,f8d6,1/2-1/2
17,White,1525,rnbqk2r/1p4pp/p2bpn2/3pNp2/3P1B2/2N1P3/PP3PPP/R2QKB1R w KQkq - 2 9,Bg5,f4g5,1/2-1/2
18,Black,1536,rnbqk2r/1p4pp/p2bpn2/3pNpB1/3P4/2N1P3/PP3PPP/R2QKB1R b KQkq - 3 9,O-O,e8g8,1/2-1/2
19,White,1525,rnbq1rk1/1p4pp/p2bpn2/3pNpB1/3P4/2N1P3/PP3PPP/R2QKB1R w KQ - 4 10,Bxf6,g5f6,1/2-1/2
20,Black,1536,rnbq1rk1/1p4pp/p2bpB2/3pNp2/3P4/2N1P3/PP3PPP/R2QKB1R b KQ - 0 10,Qxf6,d8f6,1/2-1/2
21,White,1525,rnb2rk1/1p4pp/p2bpq2/3pNp2/3P4/2N1P3/PP3PPP/R2QKB1R w KQ - 0 11,Qg4,d1g4,1/2-1/2
22,Black,1536,rnb2rk1/1p4pp/p2bpq2/3pNp2/3P2Q1/2N1P3/PP3PPP/R3KB1R b KQ - 1 11,Bxe5,d6e5,1/2-1/2
23,White,1525,rnb2rk1/1p4pp/p3pq2/3pbp2/3P2Q1/2N1P3/PP3PPP/R3KB1R w KQ - 0 12,Qh5,g4h5,1/2-1/2
24,Black,1536,rnb2rk1/1p4pp/p3pq2/3pbp1Q/3P4/2N1P3/PP3PPP/R3KB1R b KQ - 1 12,Bd6,e5d6,1/2-1/2
25,White,1525,rnb2rk1/1p4pp/p2bpq2/3p1p1Q/3P4/2N1P3/PP3PPP/R3KB1R w KQ - 2 13,Bd3,f1d3,1/2-1/2
26,Black,1536,rnb2rk1/1p4pp/p2bpq2/3p1p1Q/3P4/2NBP3/PP3PPP/R3K2R b KQ - 3 13,Nd7,b8d7,1/2-1/2
27,White,1525,r1b2rk1/1p1n2pp/p2bpq2/3p1p1Q/3P4/2NBP3/PP3PPP/R3K2R w KQ - 4 14,O-O-O,e1c1,1/2-1/2
28,Black,1536,r1b2rk1/1p1n2pp/p2bpq2/3p1p1Q/3P4/2NBP3/PP3PPP/2KR3R b - - 5 14,b5,b7b5,1/2-1/2
29,White,1525,r1b2rk1/3n2pp/p2bpq2/1p1p1p1Q/3P4/2NBP3/PP3PPP/2KR3R w - - 0 15,g4,g2g4,1/2-1/2
30,Black,1536,r1b2rk1/3n2pp/p2bpq2/1p1p1p1Q/3P2P1/2NBP3/PP3P1P/2KR3R b - - 0 15,b4,b5b4,1/2-1/2
31,White,1525,r1b2rk1/3n2pp/p2bpq2/3p1p1Q/1p1P2P1/2NBP3/PP3P1P/2KR3R w - - 0 16,Rhg1,h1g1,1/2-1/2
32,Black,1536,r1b2rk1/3n2pp/p2bpq2/3p1p1Q/1p1P2P1/2NBP3/PP3P1P/2KR2R1 b - - 1 16,bxc3,b4c3,1/2-1/2
33,White,1525,r1b2rk1/3n2pp/p2bpq2/3p1p1Q/3P2P1/2pBP3/PP3P1P/2KR2R1 w - - 0 17,g5,g4g5,1/2-1/2
34,Black,1536,r1b2rk1/3n2pp/p2bpq2/3p1pPQ/3P4/2pBP3/PP3P1P/2KR2R1 b - - 0 17,Qg6,f6g6,1/2-1/2
35,White,1525,r1b2rk1/3n2pp/p2bp1q1/3p1pPQ/3P4/2pBP3/PP3P1P/2KR2R1 w - - 1 18,Qe2,h5e2,1/2-1/2
36,Black,1536,r1b2rk1/3n2pp/p2bp1q1/3p1pP1/3P4/2pBP3/PP2QP1P/2KR2R1 b - - 2 18,cxb2+,c3b2,1/2-1/2
37,White,1525,r1b2rk1/3n2pp/p2bp1q1/3p1pP1/3P4/3BP3/Pp2QP1P/2KR2R1 w - - 0 19,Kxb2,c1b2,1/2-1/2
38,Black,1536,r1b2rk1/3n2pp/p2bp1q1/3p1pP1/3P4/3BP3/PK2QP1P/3R2R1 b - - 0 19,Nb6,d7b6,1/2-1/2
39,White,1525,r1b2rk1/6pp/pn1bp1q1/3p1pP1/3P4/3BP3/PK2QP1P/3R2R1 w - - 1 20,h4,h2h4,1/2-1/2
40,Black,1536,r1b2rk1/6pp/pn1bp1q1/3p1pP1/3P3P/3BP3/PK2QP2/3R2R1 b - - 0 20,Rb8,a8b8,1/2-1/2
41,White,1525,1rb2rk1/6pp/pn1bp1q1/3p1pP1/3P3P/3BP3/PK2QP2/3R2R1 w - - 1 21,h5,h4h5,1/2-1/2
42,Black,1536,1rb2rk1/6pp/pn1bp1q1/3p1pPP/3P4/3BP3/PK2QP2/3R2R1 b - - 0 21,Na4+,b6a4,1/2-1/2
43,White,1525,1rb2rk1/6pp/p2bp1q1/3p1pPP/n2P4/3BP3/PK2QP2/3R2R1 w - - 1 22,Kc1,b2c1,1/2-1/2
44,Black,1536,1rb2rk1/6pp/p2bp1q1/3p1pPP/n2P4/3BP3/P3QP2/2KR2R1 b - - 2 22,Ba3+,d6a3,1/2-1/2
45,White,1525,1rb2rk1/6pp/p3p1q1/3p1pPP/n2P4/b2BP3/P3QP2/2KR2R1 w - - 3 23,Kd2,c1d2,1/2-1/2
46,Black,1536,1rb2rk1/6pp/p3p1q1/3p1pPP/n2P4/b2BP3/P2KQP2/3R2R1 b - - 4 23,Rb2+,b8b2,1/2-1/2
47,White,1525,2b2rk1/6pp/p3p1q1/3p1pPP/n2P4/b2BP3/Pr1KQP2/3R2R1 w - - 5 24,Bc2,d3c2,1/2-1/2
48,Black,1536,2b2rk1/6pp/p3p1q1/3p1pPP/n2P4/b3P3/PrBKQP2/3R2R1 b - - 6 24,Qe8,g6e8,1/2-1/2
49,White,1525,2b1qrk1/6pp/p3p3/3p1pPP/n2P4/b3P3/PrBKQP2/3R2R1 w - - 7 25,h6,h5h6,1/2-1/2
50,Black,1536,2b1qrk1/6pp/p3p2P/3p1pP1/n2P4/b3P3/PrBKQP2/3R2R1 b - - 0 25,g6,g7g6,1/2-1/2
51,White,1525,2b1qrk1/7p/p3p1pP/3p1pP1/n2P4/b3P3/PrBKQP2/3R2R1 w - - 0 26,Ke1,d2e1,1/2-1/2
52,Black,1536,2b1qrk1/7p/p3p1pP/3p1pP1/n2P4/b3P3/PrB1QP2/3RK1R1 b - - 1 26,Qc6,e8c6,1/2-1/2
53,White,1525,2b2rk1/7p/p1q1p1pP/3p1pP1/n2P4/b3P3/PrB1QP2/3RK1R1 w - - 2 27,Bxa4,c2a4,1/2-1/2
54,Black,1536,2b2rk1/7p/p1q1p1pP/3p1pP1/B2P4/b3P3/Pr2QP2/3RK1R1 b - - 0 27,Rxe2+,b2e2,1/2-1/2
